"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2015- 05- 07","1,182.70","1,190.70","1,190.70","1,181.00","0.02K","-0.68%"
"2015- 05- 06","1,190.80","1,195.80","1,195.80","1,190.00","0.02K","-0.24%"
"2015- 05- 05","1,193.70","1,190.00","1,197.80","1,190.00","0.02K","0.54%"
"2015- 05- 04","1,187.30","1,178.10","1,192.50","1,177.50","0.04K","1.05%"
"2015- 05- 01","1,175.00","1,175.50","1,175.50","1,171.20","0.01K","-0.67%"
"2015- 04- 30","1,182.90","1,205.10","1,205.50","1,180.00","0.05K","-2.28%"
"2015- 04- 29","1,210.50","1,210.50","1,210.50","1,210.50","141.08K","-0.28%"
"2015- 04- 28","1,213.90","1,201.60","1,214.90","1,198.60","157.58K","0.89%"
"2015- 04- 27","1,203.20","1,179.30","1,206.70","1,177.60","207.20K","2.40%"
"2015- 04- 24","1,175.00","1,193.00","1,195.40","1,174.10","156.38K","-1.62%"
"2015- 04- 23","1,194.30","1,186.90","1,197.40","1,183.60","118.11K","0.62%"
"2015- 04- 22","1,186.90","1,202.20","1,204.40","1,185.00","152.18K","-1.35%"
"2015- 04- 21","1,203.10","1,195.80","1,203.70","1,192.50","104.71K","0.79%"
"2015- 04- 20","1,193.70","1,204.40","1,209.00","1,190.80","137.02K","-0.78%"
"2015- 04- 17","1,203.10","1,198.60","1,207.80","1,197.00","111.55K","0.43%"
"2015- 04- 16","1,198.00","1,201.80","1,208.80","1,194.30","157.42K","-0.27%"
"2015- 04- 15","1,201.30","1,192.20","1,204.40","1,188.30","129.20K","0.73%"
"2015- 04- 14","1,192.60","1,198.80","1,201.30","1,183.50","161.06K","-0.56%"
"2015- 04- 13","1,199.30","1,207.20","1,209.30","1,196.10","109.55K","-0.44%"
"2015- 04- 10","1,204.60","1,193.80","1,210.60","1,192.90","124.84K","0.92%"
"2015- 04- 09","1,193.60","1,202.60","1,203.30","1,192.40","110.16K","-0.79%"
"2015- 04- 08","1,203.10","1,208.70","1,212.50","1,197.40","116.32K","-0.62%"
"2015- 04- 07","1,210.60","1,214.70","1,215.90","1,207.50","85.86K","-0.66%"
"2015- 04- 06","1,218.60","1,212.60","1,224.50","1,212.60","106.01K","1.47%"
"2015- 04- 03","1,200.90","1,200.90","1,200.90","1,200.90","","0.00%"
"2015- 04- 02","1,200.90","1,204.30","1,207.40","1,194.80","115.65K","-0.60%"
"2015- 04- 01","1,208.20","1,183.20","1,208.70","1,180.50","151.14K","2.11%"
"2015- 03- 31","1,183.20","1,185.50","1,190.60","1,178.20","114.97K","-0.18%"
"2015- 03- 30","1,185.30","1,198.60","1,199.60","1,182.20","131.45K","-1.25%"
"2015- 03- 27","1,200.30","1,203.40","1,205.00","1,192.50","1.42K","-0.41%"
"2015- 03- 26","1,205.30","1,195.80","1,219.70","1,194.50","1.01K","0.65%"
"2015- 03- 25","1,197.50","1,191.80","1,199.50","1,188.00","0.39K","0.49%"
"2015- 03- 24","1,191.70","1,186.00","1,194.30","1,185.40","0.38K","0.31%"
"2015- 03- 23","1,188.00","1,183.90","1,191.10","1,179.20","0.16K","0.25%"
"2015- 03- 20","1,185.00","1,171.50","1,186.70","1,168.90","0.26K","1.33%"
"2015- 03- 19","1,169.40","1,167.80","1,174.90","1,159.00","0.19K","1.54%"
"2015- 03- 18","1,151.70","1,148.70","1,173.60","1,145.70","0.28K","0.27%"
"2015- 03- 17","1,148.60","1,154.50","1,156.90","1,142.50","0.09K","-0.43%"
"2015- 03- 16","1,153.60","1,157.00","1,163.50","1,150.00","0.12K","0.07%"
"2015- 03- 13","1,152.80","1,153.70","1,160.00","1,152.50","0.12K","0.03%"
"2015- 03- 12","1,152.40","1,154.70","1,163.60","1,148.50","0.10K","0.11%"
"2015- 03- 11","1,151.10","1,161.50","1,161.50","1,147.10","0.06K","-0.82%"
"2015- 03- 10","1,160.60","1,166.50","1,168.50","1,155.20","0.37K","-0.55%"
"2015- 03- 09","1,167.00","1,170.00","1,174.50","1,169.30","0.05K","0.19%"
"2015- 03- 06","1,164.80","1,199.60","1,199.60","1,167.00","0.05K","-2.67%"
"2015- 03- 05","1,196.70","1,204.30","1,207.00","1,197.00","0.02K","-0.39%"
"2015- 03- 04","1,201.40","1,205.40","1,205.90","1,200.70","0.01K","-0.29%"
"2015- 03- 03","1,204.90","1,208.10","1,210.30","1,199.40","0.02K","-0.31%"
"2015- 03- 02","1,208.70","1,219.00","1,219.00","1,212.10","0.01K","-0.40%"
"2015- 02- 27","1,213.50","1,213.70","1,215.90","1,205.30","0.01K","0.25%"
"2015- 02- 26","1,210.50","1,210.50","1,210.50","1,210.50","137.28K","0.75%"
"2015- 02- 25","1,201.50","1,200.80","1,211.70","1,200.70","106.08K","0.35%"
"2015- 02- 24","1,197.30","1,201.90","1,204.40","1,190.00","116.61K","-0.29%"
"2015- 02- 23","1,200.80","1,203.50","1,210.30","1,190.60","115.22K","-0.34%"
"2015- 02- 20","1,204.90","1,208.00","1,215.30","1,197.70","109.25K","-0.22%"
"2015- 02- 19","1,207.60","1,212.50","1,222.90","1,205.20","115.72K","0.62%"
"2015- 02- 18","1,200.20","1,209.30","1,213.40","1,197.20","121.13K","-0.70%"
"2015- 02- 17","1,208.60","1,227.50","1,236.70","1,203.30","181.84K","0.00%"
"2015- 02- 16","1,208.60","1,227.50","1,236.70","1,203.30","181.84K","-1.51%"
"2015- 02- 13","1,227.10","1,223.00","1,234.90","1,222.50","96.37K","0.52%"
"2015- 02- 12","1,220.70","1,218.30","1,232.80","1,218.00","109.41K","0.09%"
"2015- 02- 11","1,219.60","1,234.10","1,238.70","1,216.50","116.28K","-1.02%"
"2015- 02- 10","1,232.20","1,238.30","1,245.90","1,230.60","97.14K","-0.75%"
"2015- 02- 09","1,241.50","1,235.90","1,243.60","1,234.40","92.65K","0.56%"
"2015- 02- 06","1,234.60","1,266.40","1,269.00","1,228.20","205.10K","-2.23%"
"2015- 02- 05","1,262.70","1,270.40","1,274.60","1,256.10","113.83K","-0.14%"
"2015- 02- 04","1,264.50","1,261.50","1,273.30","1,256.90","136.18K","0.33%"
"2015- 02- 03","1,260.30","1,275.60","1,286.50","1,255.80","181.99K","-1.30%"
"2015- 02- 02","1,276.90","1,283.00","1,283.90","1,266.50","119.88K","-0.18%"
"2015- 01- 30","1,279.20","1,259.00","1,285.40","1,257.50","163.88K","1.86%"
"2015- 01- 29","1,255.90","1,284.00","1,286.60","1,252.10","243.65K","-2.39%"
"2015- 01- 28","1,286.60","1,292.50","1,293.90","1,280.00","0.90K","-0.44%"
"2015- 01- 27","1,292.30","1,281.40","1,297.80","1,273.40","0.99K","0.97%"
"2015- 01- 26","1,279.90","1,295.70","1,299.70","1,276.40","1.33K","-1.03%"
"2015- 01- 23","1,293.20","1,301.70","1,302.20","1,285.80","0.73K","-0.62%"
"2015- 01- 22","1,301.30","1,291.40","1,307.10","1,280.00","0.92K","0.54%"
"2015- 01- 21","1,294.30","1,293.60","1,307.40","1,285.80","0.54K","-0.03%"
"2015- 01- 20","1,294.70","1,280.10","1,297.00","1,273.80","0.37K","0.04%"
"2015- 01- 19","1,294.20","1,280.70","1,297.20","1,272.10","249.78K","1.32%"
"2015- 01- 16","1,277.40","1,263.60","1,281.90","1,255.90","0.53K","0.96%"
"2015- 01- 15","1,265.20","1,230.80","1,266.60","1,227.50","0.49K","2.45%"
"2015- 01- 14","1,234.90","1,232.30","1,244.60","1,226.60","0.32K","0.01%"
"2015- 01- 13","1,234.80","1,232.70","1,243.40","1,228.40","0.56K","0.13%"
"2015- 01- 12","1,233.20","1,225.30","1,235.80","1,218.90","0.13K","1.37%"
"2015- 01- 09","1,216.50","1,208.80","1,223.70","1,208.30","0.11K","0.64%"
"2015- 01- 08","1,208.80","1,213.80","1,216.40","1,206.90","0.13K","-0.18%"
"2015- 01- 07","1,211.00","1,217.50","1,217.50","1,210.00","0.07K","-0.71%"
"2015- 01- 06","1,219.70","1,206.10","1,222.00","1,206.00","0.13K","1.27%"
"2015- 01- 05","1,204.40","1,196.40","1,205.20","1,189.10","0.22K","1.50%"
"2015- 01- 02","1,186.60","1,187.20","1,193.30","1,171.60","0.03K","0.18%"
"2014- 12- 31","1,184.50","1,199.10","1,199.60","1,199.00","0.01K","-1.36%"
"2014- 12- 30","1,200.80","1,200.80","1,200.80","1,200.80","141.72K","1.60%"
"2014- 12- 29","1,181.90","1,194.90","1,197.50","1,178.60","85.91K","-1.12%"
"2014- 12- 26","1,195.30","1,175.20","1,199.10","1,175.20","67.18K","1.86%"
"2014- 12- 24","1,173.50","1,176.80","1,181.20","1,172.70","43.63K","-0.38%"
"2014- 12- 23","1,178.00","1,176.10","1,184.90","1,172.40","105.53K","-0.15%"
"2014- 12- 22","1,179.80","1,196.00","1,203.60","1,170.70","132.15K","-1.35%"
"2014- 12- 19","1,196.00","1,198.00","1,201.50","1,193.20","73.33K","0.10%"
"2014- 12- 18","1,194.80","1,189.40","1,213.90","1,188.50","137.34K","0.03%"
"2014- 12- 17","1,194.50","1,195.30","1,203.10","1,182.00","169.51K","0.02%"
"2014- 12- 16","1,194.30","1,195.40","1,223.90","1,187.80","231.51K","-1.11%"
"2014- 12- 15","1,207.70","1,222.00","1,225.00","1,191.30","152.38K","-1.21%"
"2014- 12- 12","1,222.50","1,227.90","1,228.90","1,214.80","121.18K","-0.25%"
"2014- 12- 11","1,225.60","1,226.20","1,233.40","1,216.40","143.67K","-0.31%"
"2014- 12- 10","1,229.40","1,231.20","1,238.90","1,225.20","143.32K","-0.21%"
"2014- 12- 09","1,232.00","1,203.80","1,239.00","1,199.50","241.26K","3.10%"
"2014- 12- 08","1,194.90","1,191.20","1,209.30","1,187.30","107.51K","0.38%"
"2014- 12- 05","1,190.40","1,205.90","1,208.50","1,186.40","157.20K","-1.43%"
"2014- 12- 04","1,207.70","1,209.30","1,213.50","1,201.10","117.72K","-0.08%"
"2014- 12- 03","1,208.70","1,197.60","1,215.00","1,193.50","145.11K","0.78%"
"2014- 12- 02","1,199.40","1,212.60","1,212.60","1,191.40","169.35K","-1.54%"
"2014- 12- 01","1,218.10","1,159.40","1,221.00","1,141.70","342.31K","3.62%"
"2014- 11- 28","1,175.50","1,197.80","1,199.30","1,163.90","254.47K","0.00%"
"2014- 11- 27","1,175.50","1,197.80","1,199.30","1,163.90","254.47K","-1.84%"
"2014- 11- 26","1,197.50","1,201.60","1,201.60","1,194.60","121.78K","0.00%"
"2014- 11- 25","1,197.50","1,198.30","1,202.80","1,189.90","1.00K","0.11%"
"2014- 11- 24","1,196.20","1,201.40","1,203.50","1,193.20","0.51K","-0.15%"
"2014- 11- 21","1,198.00","1,193.30","1,207.00","1,188.00","0.46K","0.58%"
"2014- 11- 20","1,191.10","1,181.80","1,196.20","1,178.40","0.49K","-0.26%"
"2014- 11- 19","1,194.20","1,194.70","1,201.20","1,175.00","0.92K","-0.27%"
"2014- 11- 18","1,197.40","1,185.20","1,204.20","1,185.20","0.37K","1.15%"
"2014- 11- 17","1,183.80","1,182.80","1,192.80","1,181.80","0.32K","-0.18%"
"2014- 11- 14","1,185.90","1,160.10","1,193.10","1,148.30","0.71K","2.07%"
"2014- 11- 13","1,161.90","1,160.90","1,167.20","1,153.90","0.20K","0.21%"
"2014- 11- 12","1,159.50","1,162.60","1,165.20","1,157.40","0.13K","-0.34%"
"2014- 11- 11","1,163.50","1,152.30","1,172.00","1,149.30","0.11K","0.28%"
"2014- 11- 10","1,160.20","1,177.90","1,178.00","1,147.50","0.15K","-0.85%"
"2014- 11- 07","1,170.20","1,140.90","1,175.00","1,133.60","0.08K","2.39%"
"2014- 11- 06","1,142.90","1,143.20","1,146.80","1,139.00","0.03K","-0.28%"
"2014- 11- 05","1,146.10","1,169.20","1,169.20","1,138.80","0.09K","-1.88%"
"2014- 11- 04","1,168.10","1,165.50","1,171.20","1,164.10","0.07K","-0.18%"
"2014- 11- 03","1,170.20","1,168.80","1,173.00","1,166.80","0.03K","-0.15%"
"2014- 10- 31","1,172.00","1,171.90","1,174.90","1,163.20","0.02K","-2.25%"
"2014- 10- 30","1,199.00","1,199.00","1,199.00","1,199.00","210.42K","-2.11%"
"2014- 10- 29","1,224.90","1,227.80","1,230.40","1,208.20","131.45K","-0.37%"
"2014- 10- 28","1,229.40","1,225.80","1,235.50","1,222.20","124.20K","0.01%"
"2014- 10- 27","1,229.30","1,230.60","1,232.10","1,225.20","86.31K","-0.20%"
"2014- 10- 24","1,231.80","1,233.50","1,234.70","1,228.70","93.37K","0.22%"
"2014- 10- 23","1,229.10","1,241.70","1,244.90","1,226.30","140.07K","-1.32%"
"2014- 10- 22","1,245.50","1,248.90","1,250.20","1,240.70","113.41K","-0.50%"
"2014- 10- 21","1,251.70","1,246.80","1,255.60","1,245.70","151.08K","0.56%"
"2014- 10- 20","1,244.70","1,239.10","1,249.30","1,234.90","96.27K","0.46%"
"2014- 10- 17","1,239.00","1,239.50","1,242.10","1,232.00","117.55K","-0.18%"
"2014- 10- 16","1,241.20","1,242.20","1,245.60","1,235.20","180.59K","-0.29%"
"2014- 10- 15","1,244.80","1,233.30","1,250.30","1,222.00","258.10K","0.85%"
"2014- 10- 14","1,234.30","1,237.30","1,238.60","1,231.10","113.55K","0.35%"
"2014- 10- 13","1,230.00","1,224.80","1,238.00","1,223.60","119.92K","0.68%"
"2014- 10- 10","1,221.70","1,224.00","1,225.70","1,217.60","121.36K","-0.29%"
"2014- 10- 09","1,225.30","1,221.10","1,234.00","1,219.30","165.36K","1.60%"
"2014- 10- 08","1,206.00","1,209.80","1,224.50","1,205.10","192.01K","-0.53%"
"2014- 10- 07","1,212.40","1,207.80","1,214.10","1,203.00","142.51K","0.42%"
"2014- 10- 06","1,207.30","1,192.00","1,209.90","1,183.30","147.76K","1.21%"
"2014- 10- 03","1,192.90","1,213.90","1,215.70","1,190.30","186.09K","-1.83%"
"2014- 10- 02","1,215.10","1,213.40","1,224.00","1,209.10","148.82K","-0.03%"
"2014- 10- 01","1,215.50","1,209.40","1,220.00","1,205.00","146.54K","0.32%"
"2014- 09- 30","1,211.60","1,215.70","1,220.70","1,204.30","182.52K","-0.59%"
"2014- 09- 29","1,218.80","1,219.10","1,223.90","1,215.30","105.76K","0.33%"
"2014- 09- 26","1,214.80","1,227.70","1,230.20","1,212.50","0.24K","-0.55%"
"2014- 09- 25","1,221.50","1,216.60","1,224.70","1,208.50","0.21K","0.21%"
"2014- 09- 24","1,219.00","1,222.90","1,225.00","1,216.40","0.07K","-0.20%"
"2014- 09- 23","1,221.50","1,219.20","1,235.60","1,217.00","0.10K","0.35%"
"2014- 09- 22","1,217.30","1,215.90","1,220.00","1,211.70","0.04K","0.11%"
"2014- 09- 19","1,216.00","1,219.50","1,224.60","1,214.90","0.05K","-0.85%"
"2014- 09- 18","1,226.40","1,220.00","1,227.20","1,218.90","0.10K","-0.73%"
"2014- 09- 17","1,235.40","1,237.40","1,238.70","1,221.80","0.29K","-0.06%"
"2014- 09- 16","1,236.20","1,233.00","1,240.20","1,232.40","0.34K","0.14%"
"2014- 09- 15","1,234.50","1,232.40","1,235.80","1,232.40","0.04K","0.29%"
"2014- 09- 12","1,230.90","1,232.80","1,239.10","1,228.60","0.21K","-0.60%"
"2014- 09- 11","1,238.30","1,247.40","1,250.00","1,237.40","0.25K","-0.52%"
"2014- 09- 10","1,244.80","1,251.40","1,251.40","1,244.80","0.02K","-0.26%"
"2014- 09- 09","1,248.00","1,257.20","1,257.70","1,248.10","0.02K","-0.47%"
"2014- 09- 08","1,253.90","1,268.30","1,268.30","1,268.30","0.01K","-1.03%"
"2014- 09- 05","1,266.90","1,262.80","1,272.40","1,262.80","0.02K","0.06%"
"2014- 09- 04","1,266.20","1,273.30","1,274.20","1,261.00","0.01K","-0.30%"
"2014- 09- 03","1,270.00","1,267.10","1,268.00","1,262.20","0.01K","0.40%"
"2014- 09- 02","1,264.90","1,264.70","1,265.30","1,264.10","0.02K","-0.01%"
"2014- 09- 01","1,265.00","1,288.50","1,290.90","1,263.10","190.58K","-1.72%"
"2014- 08- 29","1,287.20","1,291.10","1,297.30","1,290.10","0.05K","-0.21%"
"2014- 08- 28","1,289.90","1,289.90","1,289.90","1,289.90","110.17K","0.58%"
"2014- 08- 27","1,282.50","1,280.90","1,287.30","1,280.30","6.28K","-0.14%"
"2014- 08- 26","1,284.30","1,275.10","1,290.60","1,274.80","4.32K","0.49%"
"2014- 08- 25","1,278.00","1,279.30","1,280.80","1,274.10","1.93K","-0.10%"
"2014- 08- 22","1,279.30","1,277.40","1,282.90","1,274.00","2.68K","0.38%"
"2014- 08- 21","1,274.50","1,291.10","1,291.20","1,272.60","6.03K","-1.53%"
"2014- 08- 20","1,294.30","1,295.30","1,298.00","1,287.70","4.28K","-0.12%"
"2014- 08- 19","1,295.90","1,298.70","1,302.80","1,294.10","4.35K","-0.20%"
"2014- 08- 18","1,298.50","1,304.70","1,304.70","1,295.80","2.89K","-0.53%"
"2014- 08- 15","1,305.40","1,312.80","1,315.60","1,292.40","6.68K","-0.72%"
"2014- 08- 14","1,314.90","1,312.80","1,320.80","1,309.40","4.27K","0.09%"
"2014- 08- 13","1,313.70","1,308.60","1,315.40","1,305.30","2.38K","0.30%"
"2014- 08- 12","1,309.80","1,308.30","1,318.30","1,306.10","9.71K","0.01%"
"2014- 08- 11","1,309.70","1,310.00","1,311.90","1,305.60","2.97K","-0.03%"
"2014- 08- 08","1,310.10","1,313.70","1,323.10","1,305.00","12.76K","-0.11%"
"2014- 08- 07","1,311.60","1,306.30","1,315.50","1,302.30","7.60K","0.32%"
"2014- 08- 06","1,307.40","1,288.10","1,310.20","1,287.90","9.61K","1.77%"
"2014- 08- 05","1,284.60","1,288.50","1,294.30","1,282.60","5.80K","-0.29%"
"2014- 08- 04","1,288.30","1,294.90","1,295.50","1,286.40","3.58K","-0.45%"
"2014- 08- 01","1,294.10","1,283.60","1,297.30","1,280.50","4.91K","0.95%"
"2014- 07- 31","1,281.90","1,296.00","1,297.80","1,280.60","7.07K","-1.08%"
"2014- 07- 30","1,295.90","1,300.10","1,304.00","1,292.20","6.02K","-0.24%"
"2014- 07- 29","1,299.00","1,305.10","1,312.10","1,296.80","1.24K","-0.39%"
"2014- 07- 28","1,304.10","1,305.90","1,309.60","1,302.40","1.21K","0.01%"
"2014- 07- 25","1,304.00","1,294.30","1,309.20","1,292.20","0.70K","0.98%"
"2014- 07- 24","1,291.40","1,304.90","1,305.30","1,288.60","0.32K","-1.06%"
"2014- 07- 23","1,305.30","1,308.20","1,312.00","1,304.70","0.10K","-0.12%"
"2014- 07- 22","1,306.90","1,312.60","1,316.30","1,303.60","0.19K","-0.58%"
"2014- 07- 21","1,314.50","1,311.20","1,319.10","1,310.30","0.13K","0.34%"
"2014- 07- 18","1,310.00","1,321.70","1,325.10","1,307.40","0.24K","-0.57%"
"2014- 07- 17","1,317.50","1,300.30","1,324.70","1,300.30","0.25K","1.31%"
"2014- 07- 16","1,300.40","1,295.70","1,303.90","1,295.70","0.16K","0.21%"
"2014- 07- 15","1,297.70","1,309.50","1,314.00","1,294.30","0.18K","-0.73%"
"2014- 07- 14","1,307.30","1,341.00","1,341.00","1,305.70","0.28K","-2.29%"
"2014- 07- 11","1,338.00","1,337.00","1,340.00","1,336.90","0.27K","-0.13%"
"2014- 07- 10","1,339.80","1,328.80","1,346.80","1,328.80","0.41K","1.12%"
"2014- 07- 09","1,325.00","1,322.50","1,333.00","1,322.50","2.21K","0.60%"
"2014- 07- 08","1,317.10","1,320.80","1,325.40","1,315.30","0.35K","-0.04%"
"2014- 07- 07","1,317.60","1,320.80","1,318.70","1,314.00","2.75K","0.05%"
"2014- 07- 04","1,317.00","1,321.40","1,321.70","1,312.10","113.07K","-0.31%"
"2014- 07- 03","1,321.10","1,324.80","1,325.10","1,319.10","1.35K","-0.77%"
"2014- 07- 02","1,331.30","1,326.10","1,331.00","1,322.60","1.38K","0.35%"
"2014- 07- 01","1,326.70","1,328.90","1,330.10","1,325.20","0.02K","0.35%"
"2014- 06- 30","1,322.10","1,315.60","1,330.20","1,313.80","0.05K","0.15%"
"2014- 06- 27","1,320.10","1,320.10","1,320.10","1,320.10","104.66K","0.24%"
"2014- 06- 26","1,317.00","1,318.70","1,320.60","1,306.80","134.79K","-0.42%"
"2014- 06- 25","1,322.60","1,318.90","1,325.60","1,305.40","136.62K","0.10%"
"2014- 06- 24","1,321.30","1,318.10","1,326.60","1,314.50","123.88K","0.22%"
"2014- 06- 23","1,318.40","1,314.90","1,319.20","1,310.40","109.39K","0.14%"
"2014- 06- 20","1,316.60","1,320.30","1,322.50","1,307.10","167.79K","0.19%"
"2014- 06- 19","1,314.10","1,278.20","1,322.00","1,276.20","237.99K","3.25%"
"2014- 06- 18","1,272.70","1,272.10","1,279.20","1,266.50","87.91K","0.06%"
"2014- 06- 17","1,272.00","1,271.80","1,273.50","1,258.00","112.83K","-0.26%"
"2014- 06- 16","1,275.30","1,276.80","1,285.10","1,270.50","98.25K","0.09%"
"2014- 06- 13","1,274.10","1,273.40","1,278.10","1,270.90","83.63K","0.01%"
"2014- 06- 12","1,274.00","1,261.10","1,275.10","1,260.00","117.42K","1.01%"
"2014- 06- 11","1,261.20","1,260.30","1,265.50","1,257.90","77.04K","0.09%"
"2014- 06- 10","1,260.10","1,252.70","1,263.80","1,250.10","107.08K","0.49%"
"2014- 06- 09","1,253.90","1,253.00","1,257.30","1,251.60","53.77K","0.11%"
"2014- 06- 06","1,252.50","1,253.70","1,258.20","1,245.70","112.94K","-0.06%"
"2014- 06- 05","1,253.30","1,244.30","1,257.90","1,241.20","125.57K","0.72%"
"2014- 06- 04","1,244.30","1,244.90","1,249.50","1,242.80","76.99K","-0.02%"
"2014- 06- 03","1,244.50","1,244.10","1,247.90","1,240.20","90.05K","0.04%"
"2014- 06- 02","1,244.00","1,250.50","1,251.00","1,241.10","91.40K","-0.16%"
"2014- 05- 30","1,246.00","1,255.90","1,260.60","1,242.20","136.54K","-0.88%"
"2014- 05- 29","1,257.10","1,258.90","1,261.50","1,251.40","140.23K","-0.20%"
"2014- 05- 28","1,259.60","1,265.10","1,267.10","1,256.40","0.61K","-0.47%"
"2014- 05- 27","1,265.60","1,291.00","1,293.90","1,263.30","0.84K","0.01%"
"2014- 05- 26","1,265.50","1,293.60","1,294.80","1,263.20","252.10K","-2.04%"
"2014- 05- 23","1,291.80","1,295.20","1,295.30","1,287.00","0.26K","-0.25%"
"2014- 05- 22","1,295.10","1,292.10","1,303.40","1,292.10","0.11K","0.54%"
"2014- 05- 21","1,288.20","1,295.10","1,295.90","1,284.00","0.12K","-0.50%"
"2014- 05- 20","1,294.70","1,294.00","1,296.50","1,286.70","0.14K","0.06%"
"2014- 05- 19","1,293.90","1,301.10","1,304.00","1,293.00","0.04K","0.03%"
"2014- 05- 16","1,293.50","1,296.00","1,296.00","1,288.00","0.09K","-0.02%"
"2014- 05- 15","1,293.80","1,305.30","1,305.60","1,294.00","0.08K","-0.94%"
"2014- 05- 14","1,306.10","1,292.70","1,307.70","1,292.00","0.08K","0.86%"
"2014- 05- 13","1,295.00","1,293.70","1,297.10","1,290.50","0.03K","-0.07%"
"2014- 05- 12","1,295.90","1,284.00","1,303.40","1,284.00","0.06K","0.63%"
"2014- 05- 09","1,287.80","1,289.60","1,294.50","1,286.40","0.02K","-0.01%"
"2014- 05- 08","1,287.90","1,290.20","1,294.60","1,286.90","0.06K","-0.09%"
"2014- 05- 07","1,289.10","1,310.60","1,310.60","1,288.00","0.07K","-1.51%"
"2014- 05- 06","1,308.80","1,310.20","1,310.20","1,306.40","0.02K","-0.05%"
"2014- 05- 05","1,309.50","1,306.30","1,315.30","1,306.30","0.03K","0.49%"
"2014- 05- 02","1,303.10","1,276.00","1,304.00","1,276.00","0.04K","1.52%"
"2014- 05- 01","1,283.60","1,288.90","1,288.90","1,279.00","0.01K","-0.96%"
"2014- 04- 30","1,296.00","1,296.00","1,296.00","1,296.00","139.27K","-0.03%"
"2014- 04- 29","1,296.40","1,296.40","1,296.40","1,296.40","103.82K","-0.20%"
"2014- 04- 28","1,299.00","1,303.20","1,306.60","1,292.10","102.41K","-0.14%"
"2014- 04- 25","1,300.80","1,293.80","1,305.20","1,290.40","107.96K","0.79%"
"2014- 04- 24","1,290.60","1,283.90","1,299.00","1,268.40","189.29K","0.47%"
"2014- 04- 23","1,284.60","1,284.00","1,289.10","1,280.80","98.44K","0.27%"
"2014- 04- 22","1,281.10","1,290.30","1,293.10","1,275.80","118.73K","-0.57%"
"2014- 04- 21","1,288.50","1,294.90","1,302.50","1,281.80","101.89K","-0.42%"
"2014- 04- 17","1,293.90","1,302.10","1,304.40","1,292.80","95.71K","-0.74%"
"2014- 04- 16","1,303.50","1,303.20","1,307.10","1,293.50","117.47K","0.25%"
"2014- 04- 15","1,300.30","1,326.50","1,328.40","1,284.40","188.99K","-2.05%"
"2014- 04- 14","1,327.50","1,321.00","1,331.40","1,318.70","100.33K","0.64%"
"2014- 04- 11","1,319.00","1,318.10","1,324.20","1,314.00","91.86K","-0.11%"
"2014- 04- 10","1,320.50","1,311.90","1,324.90","1,311.00","126.71K","1.12%"
"2014- 04- 09","1,305.90","1,308.50","1,315.50","1,301.10","125.58K","-0.24%"
"2014- 04- 08","1,309.10","1,296.80","1,314.70","1,296.80","119.23K","0.83%"
"2014- 04- 07","1,298.30","1,304.00","1,304.80","1,295.80","80.28K","-0.40%"
"2014- 04- 04","1,303.50","1,286.60","1,307.50","1,284.40","145.50K","1.47%"
"2014- 04- 03","1,284.60","1,290.40","1,294.20","1,281.90","98.67K","-0.48%"
"2014- 04- 02","1,290.80","1,279.60","1,294.90","1,278.90","124.47K","0.84%"
"2014- 04- 01","1,280.00","1,284.60","1,288.40","1,277.40","112.92K","-0.30%"
"2014- 03- 31","1,283.80","1,295.00","1,299.30","1,282.70","133.25K","-0.81%"
"2014- 03- 28","1,294.30","1,292.30","1,299.40","1,286.10","171.32K","-0.04%"
"2014- 03- 27","1,294.80","1,305.00","1,307.10","1,290.10","2.28K","-0.67%"
"2014- 03- 26","1,303.50","1,313.80","1,316.40","1,299.70","0.80K","-0.61%"
"2014- 03- 25","1,311.50","1,309.20","1,317.70","1,307.70","0.47K","0.02%"
"2014- 03- 24","1,311.20","1,334.50","1,335.00","1,309.20","0.38K","-1.86%"
"2014- 03- 21","1,336.00","1,329.80","1,341.80","1,329.80","1.63K","0.40%"
"2014- 03- 20","1,330.70","1,326.80","1,334.20","1,321.00","0.49K","-0.81%"
"2014- 03- 19","1,341.50","1,357.70","1,358.50","1,328.60","0.31K","-1.29%"
"2014- 03- 18","1,359.10","1,366.30","1,367.50","1,351.90","0.55K","-1.02%"
"2014- 03- 17","1,373.10","1,385.80","1,392.20","1,363.10","0.20K","-0.44%"
"2014- 03- 14","1,379.20","1,376.00","1,387.40","1,370.10","0.36K","0.48%"
"2014- 03- 13","1,372.60","1,366.00","1,375.20","1,365.80","0.18K","0.14%"
"2014- 03- 12","1,370.70","1,350.00","1,370.70","1,349.30","0.29K","1.75%"
"2014- 03- 11","1,347.10","1,341.50","1,351.10","1,338.80","0.06K","0.39%"
"2014- 03- 10","1,341.90","1,337.20","1,343.60","1,331.70","2.19K","0.25%"
"2014- 03- 07","1,338.60","1,350.40","1,350.40","1,332.30","1.52K","-1.01%"
"2014- 03- 06","1,352.20","1,338.60","1,352.60","1,336.00","1.95K","0.86%"
"2014- 03- 05","1,340.70","1,335.70","1,340.70","1,333.50","1.29K","0.19%"
"2014- 03- 04","1,338.20","1,345.60","1,345.60","1,333.30","1.30K","-0.90%"
"2014- 03- 03","1,350.40","1,343.00","1,353.40","1,340.70","0.08K","2.17%"
